PlayerId,Name,Team,Age,G,PA,AB,H,BB,HBP,HR,R,RBI,SB,OBP,SLG,wOBA,wRC+,WAR
13755,Tomás Nido,NYM,29,22,61,56,7,2,0,0,5,1,0,0.152542372,0.125,0.12829571,-24.3496093,-0.658863277
26031,Vaughn Grissom,ATL,22,23,80,75,21,2,2,0,5,9,0,0.3125,0.346666666,0.289316257,77.65913631,-0.667558436
12158,Austin Barnes,LAD,33,59,200,178,32,17,2,2,15,11,2,0.256281407,0.241573033,0.228994147,40.95419968,-0.669004353
25543,Korey Lee,CHW,24,23,70,65,5,5,0,1,4,3,0,0.142857142,0.138461538,0.133913856,-27.29904723,-0.677737512
10762,Corey Dickerson,WSN,34,50,152,144,36,7,0,2,12,17,0,0.282894736,0.354166666,0.276944515,70.16372161,-0.679886986
17040,Jose Herrera,ARI,26,43,120,101,21,13,0,0,15,7,1,0.295652173,0.257425742,0.255523063,56.08756055,-0.694581735
27479,Masyn Winn,STL,21,36,134,119,21,10,0,2,8,12,2,0.234848484,0.243697478,0.215571096,31.87367515,-0.701479955
20543,Elehuris Montero,COL,24,84,303,280,69,15,5,11,40,39,0,0.293729372,0.432142857,0.310478315,78.10113247,-0.730048158
22896,Lenyn Sosa,CHW,23,51,168,161,32,3,0,6,12,14,0,0.212121212,0.347826086,0.237679109,44.65606581,-0.73631068
9256,AJ Pollock,- - -,35,54,144,133,22,9,0,5,15,15,0,0.215277777,0.308270676,0.227260653,43.32348085,-0.759657073
1744,Miguel Cabrera,DET,40,97,366,331,86,30,2,4,21,34,0,0.322404371,0.356495468,0.300350279,88.88331375,-0.769356895
22184,Mark Vientos,NYM,23,64,230,215,46,10,3,9,19,22,1,0.256521739,0.372093023,0.270907439,71.17495487,-0.774591759
18889,Danny Mendick,NYM,29,35,69,65,12,4,0,1,4,4,1,0.231884057,0.276923076,0.22575933,40.93372945,-0.780145163
13853,Joey Wendle,MIA,33,111,315,295,63,12,2,2,33,20,7,0.246794871,0.308474576,0.2419087,46.85310011,-0.780820031
15149,Trey Mancini,CHC,31,79,263,235,55,21,2,4,31,28,0,0.298850574,0.336170212,0.279704415,73.54450331,-0.781326228
25111,David Hensley,HOU,27,30,94,84,10,10,0,1,12,3,1,0.212765957,0.166666666,0.183685104,9.1551648,-0.791433183
10047,Wil Myers,CIN,32,37,141,127,24,12,0,3,11,12,2,0.257142857,0.283464566,0.242688512,42.64039726,-0.792693707
19892,Pavin Smith,ARI,27,69,228,191,36,35,1,7,26,30,1,0.317180616,0.324607329,0.292970954,81.17100493,-0.804733433
25055,Nate Eaton,KCR,26,28,56,53,4,2,1,0,2,1,3,0.125,0.075471698,0.100857749,-53.3587947,-0.808919894
4949,Giancarlo Stanton,NYY,33,101,415,371,71,41,2,24,43,60,0,0.274698795,0.420485175,0.296464036,88.59562702,-0.811197936
20538,Jose Miranda,MIN,25,40,152,142,30,9,1,3,12,13,0,0.263157894,0.302816901,0.251779182,56.86670102,-0.812047179
27467,Tyler Soderstrom,OAK,21,44,134,121,20,11,1,3,9,7,0,0.23880597,0.247933884,0.222048827,39.537083,-0.829392777
13590,Jesse Winker,MIL,29,61,197,166,33,26,4,1,16,23,0,0.319796954,0.246987951,0.269278315,65.24149864,-0.841234541
15676,José Abreu,HOU,36,140,590,536,126,42,6,17,60,88,0,0.294915254,0.376865671,0.292231438,84.4256767,-0.855355017
29617,Henry Davis,PIT,23,61,251,222,48,24,4,7,27,24,3,0.302788844,0.355855855,0.289275319,77.45198236,-0.85790622
18607,Jared Walsh,LAA,29,39,116,104,13,11,1,4,10,11,0,0.215517241,0.278846153,0.222246275,33.12325476,-0.863464855
27577,Casey Schmitt,SFG,24,89,274,250,50,13,5,3,26,28,2,0.250922509,0.296,0.241990081,50.98498625,-0.876154239
12532,Kolten Wong,- - -,32,86,248,222,41,18,5,4,25,27,3,0.258064516,0.265765765,0.237857268,49.19678112,-0.888230362
21987,Rodolfo Castro,- - -,24,92,256,227,48,23,5,6,21,24,1,0.296875,0.321585903,0.276675045,69.18588734,-0.902103527
27615,Alec Burleson,STL,24,107,347,315,77,23,3,8,34,36,3,0.300291545,0.39047619,0.300314862,88.63696767,-0.908755611
6153,Eduardo Escobar,- - -,34,99,305,284,63,18,0,6,32,30,2,0.266447368,0.341549295,0.264616898,64.024626,-0.94855076
22650,Jordan Diaz,OAK,22,89,289,269,59,16,3,10,20,27,0,0.269896193,0.364312267,0.276248103,77.12109986,-0.95708434
23788,Jordyn Adams,LAA,23,17,40,39,5,0,0,0,1,1,1,0.125,0.128205128,0.110311873,-44.49668362,-0.959670984
15941,Austin Nola,SDP,33,52,154,130,19,18,2,1,9,8,0,0.26,0.192307692,0.219672509,37.59087649,-0.963848724
15679,Rowdy Tellez,MIL,28,105,350,311,67,34,0,13,26,47,0,0.288571428,0.376205787,0.287071413,77.15971826,-0.979777052
12981,Cam Gallagher,CLE,30,56,149,143,18,4,1,0,6,7,0,0.154362416,0.167832167,0.144703325,-16.6006379,-1.001885197
15429,Kris Bryant,COL,31,79,331,297,70,28,6,10,36,31,0,0.314199395,0.37037037,0.303426675,73.37778411,-1.122620638
21635,Nick Maton,DET,26,93,293,249,43,38,3,8,29,32,1,0.287671232,0.305220883,0.268352104,66.69445768,-1.134617647
6887,Martín Maldonado,HOU,36,116,404,359,69,30,3,15,33,36,0,0.260204081,0.35097493,0.268087438,67.68323029,-1.195913278
25845,Michael Toglia,COL,24,45,152,141,23,10,1,4,18,9,1,0.22368421,0.283687943,0.225463828,21.15650458,-1.214590216
5933,Jean Segura,MIA,33,85,326,301,66,22,2,3,25,21,6,0.276923076,0.279069767,0.249539827,51.96460112,-1.258103939
19901,Gavin Sheets,CHW,27,117,339,306,62,28,1,10,24,43,1,0.268436578,0.333333333,0.262171892,61.64037298,-1.301302324
30162,Oscar Colás,CHW,24,75,263,245,53,12,2,5,32,19,4,0.25670498,0.314285714,0.248968767,52.48478081,-1.305296964
14111,Eric Haase,- - -,30,89,293,274,55,17,0,4,22,26,4,0.246575342,0.281021897,0.232745688,42.0970821,-1.375687427
20970,Oscar Gonzalez,CLE,25,53,177,170,37,5,1,2,15,12,0,0.242937853,0.317647058,0.24292659,51.51143098,-1.380621977
10472,Enrique Hernández,- - -,31,139,504,461,109,34,3,10,56,58,4,0.289682539,0.351409978,0.280011824,70.97469991,-1.406933283
14691,Harold Castro,COL,29,99,270,258,65,9,0,1,24,31,1,0.275092936,0.313953488,0.258138783,43.04292915,-1.56828699
10815,Jurickson Profar,- - -,30,124,516,454,109,50,6,9,55,45,1,0.320388349,0.367841409,0.30398263,75.47777661,-1.937890275
